Occupations;Code;Pekerjaan
Broadcast News Analyst;AES;#N/A
Broadcast Technnician;RAI;Teknisi siaran
Broadcast Technnician;RCS;Teknisi siaran
Brokerage Clerk;CAE;Petugas Pialang
Brokerage Clerk;CAI;Petugas Pialang
Brokerage Clerk;CAR;Petugas Pialang
Brokerage Clerk;CAS;Petugas Pialang
Brokerage Clerk;CEA;Petugas Pialang
Brokerage Clerk;CSA;Petugas Pialang
Brokerage Clerk;CSR;Petugas Pialang
Budget Analyst;CAE;Analis Anggaran
Budget Analyst;CAI;Analis Anggaran
Budget Analyst;CAR;Analis Anggaran
Budget Analyst;CAS;Analis Anggaran
Budget Analyst;CEA;Analis Anggaran
Budget Analyst;CER;Analis Anggaran
Budget Analyst;CSA;Analis Anggaran
Budget Clerk;CAE;Juru tulis Anggaran
Budget Clerk;CAI;Juru tulis Anggaran
Budget Clerk;CAR;Juru tulis Anggaran
Budget Clerk;CAS;Juru tulis Anggaran
Budget Clerk;CEA;Juru tulis Anggaran
Budget Clerk;CSA;Juru tulis Anggaran
Budget Clerk;CSR;Juru tulis Anggaran
Budget Officer;ESI;Petugas Anggaran
Building Cleaner;RAI;Pembersih bangunan
Building Cleaner;RCS;Pembersih bangunan
Building Inspector;CAE;Inspektur Bangunan
Building Inspector;CAI;Inspektur Bangunan
Building Inspector;CAR;Inspektur Bangunan
Building Inspector;CAS;Inspektur Bangunan
Building Inspector;CEA;Inspektur Bangunan
Building Inspector;CIE;Inspektur Bangunan
Building Inspector;CSA;Inspektur Bangunan
Building Inspector (CIE);ICE;#N/A
Building Inspector (CIE);CEI;#N/A
Building Insulation Supervisor;ECS;Penyelia Insulasi Bangunan
Building Superintendent;RAI;Pengelola Bangunan
Building Superintendent;RES;Pengelola Bangunan
Bulldozer Operator;RAI;Operator Buldoser
Bulldozer Operator;REC;Operator Buldoser
Bureau Chief;AES;#N/A
Business Consultant;IAC;Konsultan Bisnis
Business Consultant;IAE;Konsultan Bisnis
Business Consultant;ICA;Konsultan Bisnis
Business Consultant;IEA;Konsultan Bisnis
Business Consultant;IER;Konsultan Bisnis
Business Continuity Planner;EIC;Perencana Kesinambungan Bisnis
Business Continuity Planner (EIC);ICE;#N/A
Business Continuity Planner (EIC);CIE;#N/A
Business Continuity Planner (EIC);CEI;#N/A
Business Enterprise Officer;EIR;Pejabat Perusahaan Bisnis
Business Intelligence Analyst;IAC;Analis Kecerdasan Bisnis
Business Intelligence Analyst;IAE;Analis Kecerdasan Bisnis
Business Intelligence Analyst;ICA;Analis Kecerdasan Bisnis
Business Intelligence Analyst;IEA;Analis Kecerdasan Bisnis
Business Intelligence Analyst;IEC;Analis Kecerdasan Bisnis
Business Intelligence Analyst (IEC);ICE;#N/A
Business Intelligence Analyst (IEC);CIE;#N/A
Business Intelligence Analyst (IEC);CEI;#N/A
"Business Manager, College or University";ESR;"Manajer Bisnis, Perguruan Tinggi atau Universitas"
"Business Representative, Labor Union";ESA;"Perwakilan Bisnis, Serikat Buruh"
Butcher;RAI;Tukang daging
Butcher;RSE;Tukang daging
Buyer;ESC;Pembeli
"Buyer, Farm Products";EIS;"Pembeli, Produk Pertanian"
Bycycle Repairer;RAI;Tukang reparasi sepeda
Bycycle Repairer;RSC;Tukang reparasi sepeda
Cabinet Assembler;CAE;Teknisi Ukur Lapangan
Cabinet Assembler;CAI;Teknisi Ukur Lapangan
Cabinet Assembler;CAR;Teknisi Ukur Lapangan
Cabinet Assembler;CAS;Teknisi Ukur Lapangan
Cabinet Assembler;CEA;Teknisi Ukur Lapangan
Cabinet Assembler;CSA;Teknisi Ukur Lapangan
Cabinet Assembler;CSR;Teknisi Ukur Lapangan
Cabinetmaker;RAI;Pembuat lemari kaca
Cabinetmaker;RIS;Pembuat lemari kaca
Cable Splicer;RAI;Penyambung Kabel
Cable Splicer;RCS;Penyambung Kabel
Cake Decorator;AIC;Penghias Kue
Cake Decorator;ARC;Penghias Kue
Cake Decorator;ARE;Penghias Kue
Cake Decorator (ARE);ERA;#N/A
Calibration Laboratory Technician;RAI;Teknisi Laboratorium Kalibrasi
Calibration Laboratory Technician;RCI;Teknisi Laboratorium Kalibrasi
Calibration Laboratory Technician (RCI);CRI;#N/A
Calibration Laboratory Technician (RCI);CIR;#N/A
"Camera Operator, Television, Video, and Film";RAI;"Operator Kamera, Televisi, Video, dan Film"
"Camera Operator, Television, Video, and Film";RIC;"Operator Kamera, Televisi, Video, dan Film"
"Camera Operator, Television, Video, and Film (RIC)";CRI;#N/A
"Camera Operator, Television, Video, and Film (RIC)";CIR;#N/A
Camera Repairer;RAI;Tukang reparasi kamera
Camera Repairer;RCE;Tukang reparasi kamera
Camp Director;ERS;Direktur Kemah
Cardiologist;IAC;Ahli jantung
Cardiologist;IAE;Ahli jantung
Cardiologist;ICA;Ahli jantung
Cardiologist;IEA;Ahli jantung
Cardiologist;ISE;Ahli jantung
Cardiopulmonary Technologist;IAC;Teknisi Kardiopulmoner
Cardiopulmonary Technologist;IAE;Teknisi Kardiopulmoner
Cardiopulmonary Technologist;ICA;Teknisi Kardiopulmoner
Cardiopulmonary Technologist;IEA;Teknisi Kardiopulmoner
Cardiopulmonary Technologist;ISR;Teknisi Kardiopulmoner
Career Counselor;SAR;Konselor karir
Career Counselor;SCA;Konselor karir
Career Counselor;SRA;Konselor karir
Cargo and Freight Agent;CAE;Agen Kargo dan Pengiriman
Cargo and Freight Agent;CAI;Agen Kargo dan Pengiriman
Cargo and Freight Agent;CAR;Agen Kargo dan Pengiriman
Cargo and Freight Agent;CAS;Agen Kargo dan Pengiriman
Cargo and Freight Agent;CEA;Agen Kargo dan Pengiriman
Cargo and Freight Agent;CSA;Agen Kargo dan Pengiriman
Cargo and Freight Agent;CSE;Agen Kargo dan Pengiriman
Carpenter;RAI;tukang kayu
Carpenter;RCE;tukang kayu
Carpet Layer;RAI;Tukang lapis karpet
Carpet Layer;REI;Tukang lapis karpet
Cartoonist;AES;#N/A
Casdiovascular Technologist and Technician;SCA;Teknolog dan Teknisi Kardiovaskular
Casdiovascular Technologist and Technician;SIR;Teknolog dan Teknisi Kardiovaskular
Casdiovascular Technologist and Technician;SRA;Teknolog dan Teknisi Kardiovaskular
"Caseworker, Family";SCA;"Pekerja sosial, keluarga"
"Caseworker, Family";SEA;"Pekerja sosial, keluarga"
"Caseworker, Family";SRA;"Pekerja sosial, keluarga"
Casework Supervisor;SCA;Pengawas kasus kerja
Casework Supervisor;SEC;Pengawas kasus kerja
Casework Supervisor;SRA;Pengawas kasus kerja
 Cashier;CAE;#N/A
 Cashier;CAI;#N/A
 Cashier;CAR;#N/A
 Cashier;CAS;#N/A
 Cashier;CES;#N/A
 Cashier;CSA;#N/A
Cashier;CEA;Kasir
Cashier Supervisor;ESR;Pengawas Kasir
Casino Booth Cashier;CAE;Kasir Kasino
Casino Booth Cashier;CAI;Kasir Kasino
Casino Booth Cashier;CAR;Kasir Kasino
Casino Booth Cashier;CAS;Kasir Kasino
Casino Booth Cashier;CEA;Kasir Kasino
Casino Booth Cashier;CES;Kasir Kasino
Casino Booth Cashier;CSA;Kasir Kasino
"Cellar Supervisor, Winemaking";RAI;"Pengawas Gudang, Pembuatan Anggur"
"Cellar Supervisor, Winemaking";REA;"Pengawas Gudang, Pembuatan Anggur"
"Cellar Supervisor, Winemaking (REA)";ERA;#N/A
Central Supply Worker;CAE;Pekerja Pusat Persediaan
Central Supply Worker;CAI;Pekerja Pusat Persediaan
Central Supply Worker;CAR;Pekerja Pusat Persediaan
Central Supply Worker;CAS;Pekerja Pusat Persediaan
Central Supply Worker;CEA;Pekerja Pusat Persediaan
Central Supply Worker;CER;Pekerja Pusat Persediaan
Central Supply Worker;CSA;Pekerja Pusat Persediaan
Cephalometric Analyst;IAC;Analis Sefalometrik
Cephalometric Analyst;IAE;Analis Sefalometrik
Cephalometric Analyst;ICA;Analis Sefalometrik
Cephalometric Analyst;IEA;Analis Sefalometrik
Cephalometric Analyst;IRC;Analis Sefalometrik
Cephalometric Analyst (IRC);CRI;#N/A
Cephalometric Analyst (IRC);CIR;#N/A
Chauffeur;RAI;Sopir
Chauffeur;REC;Sopir
Chef;RAI;Koki
Chef;RSC;Koki
Chemical Equipment Operator;RAI;Operator Peralatan Kimia
Chemical Equipment Operator;RIS;Operator Peralatan Kimia
Chemical Laboratory Chief;IAC;Kepala Laboratorium Kimia
Chemical Laboratory Chief;IAE;Kepala Laboratorium Kimia
Chemical Laboratory Chief;ICA;Kepala Laboratorium Kimia
Chemical Laboratory Chief;IEA;Kepala Laboratorium Kimia
Chemical Laboratory Chief;IER;Kepala Laboratorium Kimia
Chemical Laboratory Technician;IAC;Teknisi Laboratorium Kimia
Chemical Laboratory Technician;IAE;Teknisi Laboratorium Kimia
Chemical Laboratory Technician;ICA;Teknisi Laboratorium Kimia
Chemical Laboratory Technician;IEA;Teknisi Laboratorium Kimia
Chemical Laboratory Technician;IRS;Teknisi Laboratorium Kimia
Chemical Mixer;RAI;Pengaduk Bahan Kimia
Chemical Mixer;RES;Pengaduk Bahan Kimia
Chemical Plant and System Operator;RAI;Operator Sistem dan Pabrik Kimia 
Chemical Plant and System Operator;RIC;Operator Sistem dan Pabrik Kimia 
Chemical Plant and System Operator (RIC);CRI;#N/A
Chemical Plant and System Operator (RIC);CIR;#N/A
Chemical Supervisor;ERS;Pengawas Bahan Kimia
Chemical Technician;IAC;Teknisi Bahan Kimia
Chemical Technician;IAE;Teknisi Bahan Kimia
Chemical Technician;ICA;Teknisi Bahan Kimia
Chemical Technician;IEA;Teknisi Bahan Kimia
Chemical Technician;IRS;Teknisi Bahan Kimia
Chemist;IAC;Ahli kimia
Chemist;IAE;Ahli kimia
Chemist;ICA;Ahli kimia
Chemist;IEA;Ahli kimia
Chemist;IRE;Ahli kimia
Chemist (IRE);SEA;#N/A
Chicopractor;IAC;Ahli Kiropraksi
Chicopractor;IAE;Ahli Kiropraksi
Chicopractor;ICA;Ahli Kiropraksi
Chicopractor;IEA;Ahli Kiropraksi
Chicopractor;ISR;Ahli Kiropraksi
Chief Executive Officer;SCA;Pejabat Tertinggi Eksekutif
Chief Executive Officer;SEI;Pejabat Tertinggi Eksekutif
Chief Executive Officer;SRA;Pejabat Tertinggi Eksekutif
Chief Financial Officer;EIC;Pejabat Tertinggi Keuangan
Chief Financial Officer (EIC);ICE;#N/A
Chief Financial Officer (EIC);CIE;#N/A
Chief Financial Officer (EIC);CEI;#N/A
Chief Information Officer;IAC;Kepala Pejabat Informasi
Chief Information Officer;IAE;Kepala Pejabat Informasi
Chief Information Officer;ICA;Kepala Pejabat Informasi
Chief Information Officer;IEA;Kepala Pejabat Informasi
Chief Information Officer;IER;Kepala Pejabat Informasi
Chief Operating Officer;ESI;Kepala Pejabat Informasi
Chief Subtainability Officer;ERS;Kepala Staf Keberlanjutan
Child Development Specialist;SCA;Spesialis Perkembangan Anak
Child Development Specialist;SEC;Spesialis Perkembangan Anak
Child Development Specialist;SRA;Spesialis Perkembangan Anak
Chiropractor Assistant;SCA;Asisten Kiropraksi
Chiropractor Assistant;SRA;Asisten Kiropraksi
Chiropractor Assistant;SRE;Asisten Kiropraksi
Choral Director;AES;#N/A
Choreographer;AES;#N/A
Circulation Clerk;ECR;Petugas Sirkulasi
Circullation Manager;ESC;Manajer Sirkulasi
City Manager;SCA;Manajer Kota
City Manager;SEC;Manajer Kota
City Manager;SRA;Manajer Kota
Claims Adjuster;ESR;Penyesuai Klaim
Claims Agent;SCA;Agen Klaim
Claims Agent;SEC;Agen Klaim
Claims Agent;SRA;Agen Klaim
Claims Examiner;ESC;Penguji Klaim
Clergy;SAE;Pendeta
Clergy;SCA;Pendeta
Clergy;SRA;Pendeta
Climate Change Analyst;IAC;Analis Perubahan Iklim
Climate Change Analyst;IAE;Analis Perubahan Iklim
Climate Change Analyst;ICA;Analis Perubahan Iklim
Climate Change Analyst;IEA;Analis Perubahan Iklim
Climate Change Analyst;IRC;Analis Perubahan Iklim
Climate Change Analyst (IRC);CRI;#N/A
Climate Change Analyst (IRC);CIR;#N/A
Clinical Data Manager;CAE;Manajer Data Klinis
Clinical Data Manager;CAI;Manajer Data Klinis
Clinical Data Manager;CAR;Manajer Data Klinis
Clinical Data Manager;CAS;Manajer Data Klinis
Clinical Data Manager;CEA;Manajer Data Klinis
Clinical Data Manager;CIS;Manajer Data Klinis
Clinical Data Manager;CSA;Manajer Data Klinis
Clinical Data Manager (CIS);ICS;#N/A
Clinical Data Manager (CIS);SCI;#N/A
Clinical Data Manager (CIS);CRI;#N/A
Clinical Nurse Specialist;SCA;spesialis perawat klinis
Clinical Nurse Specialist;SIE;spesialis perawat klinis
Clinical Nurse Specialist;SRA;spesialis perawat klinis
Clinical Research Coordinator;ERI;koordinator penelitian klinis
"Cluster, Contruction";RAI;"Kelompok, Konstruksi"
"Cluster, Contruction";RSE;"Kelompok, Konstruksi"
"Coach, Professional Athletes";SCA;"Pelatih, Atlet Profesional"
"Coach, Professional Athletes";SRA;"Pelatih, Atlet Profesional"
"Coach, Professional Athletes";SRE;"Pelatih, Atlet Profesional"
"Coach, Youth and Amateur Sports";ESR;"Pelatih, Pemuda dan Olahraga Amatir"
Collection Clerk;CAE;Petugas Koleksi
Collection Clerk;CAI;Petugas Koleksi
Collection Clerk;CAR;Petugas Koleksi
Collection Clerk;CAS;Petugas Koleksi
Collection Clerk;CEA;Petugas Koleksi
Collection Clerk;CSA;Petugas Koleksi
Collection Clerk;CSR;Petugas Koleksi
Comedian;AES;#N/A
Commercial Designer;AER;#N/A
Commercial Designer (AER);ERA;#N/A
Communication Equipment Supervisor;ECR;Pengawas Peralatan Komunikasi
Communications Consultant;EIA;Konsultan Komunikasi
Communications Consultant (EIA);AIE;#N/A
Communications Consultant (EIA);EAI;#N/A
Communications Equipment  Operator;CAE;Operator Peralatan Komunikasi
Communications Equipment  Operator;CAI;Operator Peralatan Komunikasi
Communications Equipment  Operator;CAR;Operator Peralatan Komunikasi
Communications Equipment  Operator;CAS;Operator Peralatan Komunikasi
Communications Equipment  Operator;CEA;Operator Peralatan Komunikasi
Communications Equipment  Operator;CRE;Operator Peralatan Komunikasi
Communications Equipment  Operator;CSA;Operator Peralatan Komunikasi
Community and Social Service Specialist;SCA;Spesialis Layanan Masyarakat dan Sosial
Community and Social Service Specialist;SEC;Spesialis Layanan Masyarakat dan Sosial
Community and Social Service Specialist;SRA;Spesialis Layanan Masyarakat dan Sosial
Community Health Worker;SCA;Pekerja Komunitas Kesehatan
Community Health Worker;SCI;Pekerja Komunitas Kesehatan
Community Health Worker;SRA;Pekerja Komunitas Kesehatan
Community Health Worker (SCI);ICS;#N/A
Community Health Worker (SCI);SCI;#N/A
Community Program Aide;SCA;Pembantu Program Komunitas
Community Program Aide;SEC;Pembantu Program Komunitas
Community Program Aide;SRA;Pembantu Program Komunitas
Community Worker;SCA;Pekerja Komunitas
Community Worker;SER;Pekerja Komunitas
Community Worker;SRA;Pekerja Komunitas
Compliance Manager;ESI;Manajer Kepatuhan
Computer Aided Design Technician;RAI;Teknisi Desain dengan Bantuan Komputer
Computer Aided Design Technician;RCI;Teknisi Desain dengan Bantuan Komputer
Computer Aided Design Technician (RCI);CRI;#N/A
Computer Aided Design Technician (RCI);CIR;#N/A
Computer Network Architect;IAC;Arsitek Network Komputer
Computer Network Architect;IAE;Arsitek Network Komputer
Computer Network Architect;ICA;Arsitek Network Komputer
Computer Network Architect;IEA;Arsitek Network Komputer
Computer Network Architect;IEC;Arsitek Network Komputer
Computer Network Architect (IEC);ICE;#N/A
Computer Network Architect (IEC);CIE;#N/A
Computer Network Architect (IEC);CEI;#N/A
Computer Network Support Specialist;IAC;Spesialis Pendukung Jaringan Komputer
Computer Network Support Specialist;IAE;Spesialis Pendukung Jaringan Komputer
Computer Network Support Specialist;ICA;Spesialis Pendukung Jaringan Komputer
Computer Network Support Specialist;IEA;Spesialis Pendukung Jaringan Komputer
Computer Network Support Specialist;ISC;Spesialis Pendukung Jaringan Komputer
Computer Network Support Specialist (ISC);ICS;#N/A
Computer Network Support Specialist (ISC);SCI;#N/A
Computer Operations Supervisor;ESI;Pengawas Operasi Komputer
Computer Operator;CAE;Operator Komputer
Computer Operator;CAI;Operator Komputer
Computer Operator;CAR;Operator Komputer
Computer Operator;CAS;Operator Komputer
Computer Operator;CEA;Operator Komputer
Computer Operator;CSA;Operator Komputer
Computer Operator;CSR;Operator Komputer
Computer Peripheral Equipment Operator;CAE;Operator Peralatan Perangkat Komputer
Computer Peripheral Equipment Operator;CAI;Operator Peralatan Perangkat Komputer
Computer Peripheral Equipment Operator;CAR;Operator Peralatan Perangkat Komputer
Computer Peripheral Equipment Operator;CAS;Operator Peralatan Perangkat Komputer
Computer Peripheral Equipment Operator;CEA;Operator Peralatan Perangkat Komputer
Computer Peripheral Equipment Operator;CSA;Operator Peralatan Perangkat Komputer
Computer Peripheral Equipment Operator;CSR;Operator Peralatan Perangkat Komputer
Computer Programmer;IAC;Programer Komputer
Computer Programmer;IAE;Programer Komputer
Computer Programmer;ICA;Programer Komputer
Computer Programmer;IEA;Programer Komputer
Computer Programmer;IRC;Programer Komputer
Computer Programmer (IRC);CRI;#N/A
Computer Programmer (IRC);CIR;#N/A
Computer Security Coordinator;CAE;Kordinator Keamanan Komputer
Computer Security Coordinator;CAI;Kordinator Keamanan Komputer
Computer Security Coordinator;CAR;Kordinator Keamanan Komputer
Computer Security Coordinator;CAS;Kordinator Keamanan Komputer
Computer Security Coordinator;CEA;Kordinator Keamanan Komputer
Computer Security Coordinator;CIS;Kordinator Keamanan Komputer
Computer Security Coordinator;CSA;Kordinator Keamanan Komputer
Computer Security Coordinator (CIS);ICS;#N/A
Computer Security Coordinator (CIS);SCI;#N/A
Computer Security Coordinator (CIS);CRI;#N/A
Computer Security Specialist;CAE;Spesialis Keamanan Komputer
Computer Security Specialist;CAI;Spesialis Keamanan Komputer
Computer Security Specialist;CAR;Spesialis Keamanan Komputer
Computer Security Specialist;CAS;Spesialis Keamanan Komputer
Computer Security Specialist;CEA;Spesialis Keamanan Komputer
Computer Security Specialist;CIS;Spesialis Keamanan Komputer
Computer Security Specialist;CSA;Spesialis Keamanan Komputer
Computer Security Specialist (CIS);ICS;#N/A
Computer Security Specialist (CIS);SCI;#N/A
Computer Security Specialist (CIS);CRI;#N/A
Computer Systems Engineer/Architect;IAC;Arsitek/ Insinyur Sistem Komputer
Computer Systems Engineer/Architect;IAE;Arsitek/ Insinyur Sistem Komputer
Computer Systems Engineer/Architect;ICA;Arsitek/ Insinyur Sistem Komputer
Computer Systems Engineer/Architect;IEA;Arsitek/ Insinyur Sistem Komputer
Computer Systems Engineer/Architect;IRE;Arsitek/ Insinyur Sistem Komputer
Computer Systems Engineer/Architect (IRE);SEA;#N/A
Computer Systems Hardware Analyst;IAC;Analis Perangkat Keras Sistem Komputer
Computer Systems Hardware Analyst;IAE;Analis Perangkat Keras Sistem Komputer
Computer Systems Hardware Analyst;ICA;Analis Perangkat Keras Sistem Komputer
Computer Systems Hardware Analyst;IEA;Analis Perangkat Keras Sistem Komputer
Computer Systems Hardware Analyst;IRE;Analis Perangkat Keras Sistem Komputer
Computer Systems Hardware Analyst (IRE);SEA;#N/A
Concierge;ESC;Pramutamu
"Conductor, Orchestra";AES;#N/A
"Conductor, Road Freight";ECS;"Konduktor, Angkutan Jalan"
"Conductor, Train";RAI;"Konduktor, Kereta"
"Conductor, Train";RSC;"Konduktor, Kereta"
Congressional District Aide;CAE;Pembantu Distrik Kongres
Congressional District Aide;CAI;Pembantu Distrik Kongres
Congressional District Aide;CAR;Pembantu Distrik Kongres
Congressional District Aide;CAS;Pembantu Distrik Kongres
Congressional District Aide;CEA;Pembantu Distrik Kongres
Congressional District Aide;CES;Pembantu Distrik Kongres
Congressional District Aide;CSA;Pembantu Distrik Kongres
Conservations Scientist;IAC;Ilmuwan Konservasi
Conservations Scientist;IAE;Ilmuwan Konservasi
Conservations Scientist;ICA;Ilmuwan Konservasi
Conservations Scientist;IEA;Ilmuwan Konservasi
Conservations Scientist;IRE;Ilmuwan Konservasi
Conservations Scientist (IRE);SEA;#N/A
Construction Carpenter;RAI;tukang kayu konstruksi
Construction Carpenter;RCE;tukang kayu konstruksi
"Construction Checker, Utilities";RAI;"Pemeriksa Konstruksi, Utilitas"
"Construction Checker, Utilities";RCI;"Pemeriksa Konstruksi, Utilitas"
"Construction Checker, Utilities (RCI)";CRI;#N/A
"Construction Checker, Utilities (RCI)";CIR;#N/A
Construction Superintendent;ERS;Pengawas konstruksi
Construction Worker;RAI;Pekerja Konstruksi
Construction Worker;RCS;Pekerja Konstruksi
Continuity Writer;AES;#N/A
Contractor;EIR;Kontraktor
Controller/Comptroller;EIS;Pengontrol
Contruction Inspector;RAI;Inspektur/ Peninjau Konstruksi
Contruction Inspector;REC;Inspektur/ Peninjau Konstruksi
Cook Apprentice;RAI;Koki Magang 
Cook Apprentice;RAS;Koki Magang 
Cook Apprentice (RAS);ARS;#N/A
"Cook, Chief";RAI;Koki
"Cook, Chief";REA;Koki
"Cook, Chief (REA)";ERA;#N/A
"Cook, Fast Food";RAI;Koki Makanan cepat saji
"Cook, Fast Food";RCS;Koki Makanan cepat saji
"Cook, Hotel and Restaurat";RAI;"Koki, Hotel dan Restoran"
"Cook, Hotel and Restaurat";RSE;"Koki, Hotel dan Restoran"
"Cook, Institution and Cafetaria";RAI;"Koki, Institusi dan Kafetaria"
"Cook, Institution and Cafetaria";RCS;"Koki, Institusi dan Kafetaria"
Coordinator of Rehabilitation Services;SCA;Koordinator Layanan Rehabilitasi
Coordinator of Rehabilitation Services;SEI;Koordinator Layanan Rehabilitasi
Coordinator of Rehabilitation Services;SRA;Koordinator Layanan Rehabilitasi
Copywriter;AIC;Copywriter
