Program Studi;Kode
Cabinet Making and Millwork;RCA
Communications Techology/Technician;RCA
Computer Installation and Repair Technology/Technician;RCA
Environmental Control Technology/Technician;RCA
Hazardous Mataerials Information Systems Technology/Technician;RCA
Mining Technology/Technician;RCA
Nuclear Medical Technology/Technologist;RCA
Opticianty/Opththalmic Dispensing Optician;RCA
Ornamental Horticulture;RCA
Poultry Science;RCA
Telecommunications Techology/Technician;RCA
Urban Forestry;RCA
Aeronautical/Aerospace Engineering Technology/Technician;RCA
Agricultural Mechanics and Equipment/Machine Technology;RCA
Aircraft Powerplant Technology/Technician;RCA
Airframe Mechanics and Aircraft Maintenance Technology/Technician;RCA
Airline/Commercial/Professional/Pilot and Flight Crew;RCA
Appliance Installation and Repair Technology/Technician;RCA
Biology Technician/Biotechnology/Laboratory Technician;RCA
Biomedical Technology/Technician;RCA
Blastig/Blaster;RCA
Civil Drafting and Civil Egineering CAD/CADD;RCA
Computer Engineerig Technology/Technician;RCA
Engine Machinist;RCA
Engineering/Industrial Management;RCA
Flight Instructor;RCA
Gunsmithing/Gunsmith;RCA
Instrumentation Technology/Technician;RCA
Machine Shop Technology/Assistant;RCA
Motorcycle Maintenance and Repair Technology/Technician;RCA
Ophthalmic Laboratory Technology/Technician;RCA
Welding Engineering Technology/Technician;RCA
Welding Technology/Welder;RCA
Alternative Fuel Vehicle Tecchnology/Technician;RCA
Building Construction Technology;RCA
Construction Engineering Technology/Technician;RCA
Forestry;RCA
Mining and Petroleum Techology/Technician;RCA
Petroleum Technology/Technician;RCA
Quality Control Technology/Technician;RCA
Vehicle Emissions Inspection and Maintenance Techology;RCA
Vehicle Maintenance and Repair Technology;RCA
Baking and Pastry Arts/Baker/Pastry Chef;RCA
Cooking and Related Culinary Arts;RCA
Culinary Arts/Chef Training;RCA
Animal/Livestock Husbandry and Production;RCA
Diagnostic Medical Sonography/Sonographer and Ultrasound Techinican;RCA
Emergency Medical Technology/Technician (EMT Paramedic);RCA
Fire Science/Fire Fighting;RCA
Horse Husbandry/Equine Science and Management;RCA
Aesthetician/Esthetician and Skin Care Specialist;RCA
Facial Treatment Specialist/Facialist;RCA
Agricultural Power Machinery Operation;RCA
Assertive/Argumentative Technology and Rehabilitation Egineering;RCA
Meat Cutting/Meat Cutter;RCA
Orthodontics/Orthodontology;RCA
Bicycle Mechanics and Repair Technology/Technician;RCA
Precision Metal Working;RCA
Agricultural Mechanization;RCA
Agricultural Teacher Education;RCA
Commercial Fishing;RCA
Communications Systems Installation and Repair Technology;RCA
Diesel Mechanics Technology/Technician;RCA
Greenhouse Operations and Management;RCA
Industrial Mechanics and Maintenance Technology;RCA
Marine Maintenance/Fitter and Ship Repair Technology/Technician;RCA
Metal Building Assembly/Assembler;RCA
Metallurgical Technology/Technician;RCA
Plumbing Techology/Plumber;RCA
Sheet Metal Technology/Sheetworking;RCA
"Traffic, Customs, and Transportation Clerk/Technician";RCA
Turf and Turfgrass Management;RCA
Water Quality and Wastewater Treatment Management and Recycling Technology/Technician;RCA
Woodworking;RCA
Graphic Communications;RCA
Agricultural Animal Breeding;RCA
Animal Training;RCA
Building/Property Maintenance;RCA
Concrete Finishing/Concrete Finisher;RCA
"Diver, Professional and Instructor";RCA
Equestrian/Equine Studies;RCA
Fishing and Fisheries Science and Management;RCA
Health and Physical Education/Fitness;RCA
"Heating, Air Conditioning, Vetilation, and Refrigeration Maintenance Technology/Techician";RCA
"Heating, Ventilation, Air Conditioning, and Refrigeration Engineering Technology/Technician";RCA
Maritime Studies;RCA
Mason/Maasonry;RCA
Massage Therapy/Therapeutic Massage;RCA
Agribusiness/Agricultural Business Operations;RCA
Agricultural Busiess and Management;RCA
Agricultural Business Technology;RCA
Building/Home/Costruction Inspection/Inspector;RCA
Criminalistics and Criminal Science;RCA
Dental Laboratory Techology/Technician;RCA
Locksmithing and Safe Repair;RCA
Metal and Jewelry Arts;RCA
Plastics and Polymer Engineering Technology/Technician;RCA
Roofer;RCA
Small Engine Mechanics and Repair Technology/Technician;RCA
Watchmaking and Jewelry Making;RCA
Automobile/Automotive Mechanics Technology/Technician;RCA
Automotive Engineering Technology/Technician;RCA
Construction/Heavy Equipment/Earthmoving Equipment Operation;RCA
Dog/Pet/Animal Grooming;RCA
Electrocardiograph Technology/Technician;RCA
Engineering Acoustics;RCA
Industrial Electronics Technology/Technician;RCA
Integrated Circuit Design;RCA
Mortuary Science and Embalming/Embalmer;RCA
Operational Oceanography;RCA
Photographic and Film/Video Technology/Technician and Assistant;RCA
Printing Press Operator;RCA
Radar Communications ad Systems Technology;RCA
Recording  Arts Technology/Technician;RCA
Recreation Vehicle (RV) Service Technician;RCA
Semiconductor Manufacturing Technology;RCA
Solar Energy Technology/Technician;RCA
Tool and Die Technology/Technician;RCA
Undersea Warfare;RCA
Electrical and Power Transmission Installation;RCA
Electroneurodiagostic/Electroencephalographic Technology/Technologist;RCA
Furniture Design and Manufacturing;RCA
Industrial Radiologic Technology/Technician;RCA
Medium/Heavy Vehicle and Truck Technology/Technician;RCA
Nuclear and Industrial Radiologic Technology/Technician;RCA
Nuclear Engineering Technology/Technician;RCA
Nuclear/Nuclear Power Technology/Technician;RCA
Parts and Warehousing Operations and Maintenance Technology/Technician;RCA
Polysomnography;RCA
"Security System Installation, Repair, and Inspection Technology/Technician";RCA
Traffic Control;RCA
Truck and Bus Driver/Commercial Vehicle Operator and Instructor;RCA
Upholstery/Upholsterer;RCA
Apparel and Tectile Manufacture;RCA
Carpentery/Carpenter;RCA
Landscaping and Groundskeeping;RCA
Pipefitting/Pipefitter and Sprinkler Fitter;RCA
Plumbing and Related Water Supply Services;RCA
Electrical and Power Transmission Installation;RCS
Electroneurodiagostic/Electroencephalographic Technology/Technologist;RCS
Furniture Design and Manufacturing;RCS
Industrial Radiologic Technology/Technician;RCS
Medium/Heavy Vehicle and Truck Technology/Technician;RCS
Nuclear and Industrial Radiologic Technology/Technician;RCS
Nuclear Engineering Technology/Technician;RCS
Nuclear/Nuclear Power Technology/Technician;RCS
Parts and Warehousing Operations and Maintenance Technology/Technician;RCS
Polysomnography;RCS
"Security System Installation, Repair, and Inspection Technology/Technician";RCS
Traffic Control;RCS
Truck and Bus Driver/Commercial Vehicle Operator and Instructor;RCS
Upholstery/Upholsterer;RCS
Apparel and Tectile Manufacture;RCE
Carpentery/Carpenter;RCE
Landscaping and Groundskeeping;RCE
Pipefitting/Pipefitter and Sprinkler Fitter;RCE
Plumbing and Related Water Supply Services;RCE
Biopsychology;IRA
Aerospace Physiology and Medicine;IRS
Agricultural and Horticultural Plant Breeding;IRS
Agriculture;IRS
Agroecology and Sustainable Agriculture;IRS
Agronomy and Crop Science;IRS
Aesthesiology;IRS
Atmospheric Chemistry and Climatology;IRS
Atmospheric Sciences and Meteorology;IRS
Automation Engineer Techology/Technician;IRS
Biochemistry;IRS
Biological and Physical Sciences;IRS
Biomedical Sciences;IRS
Botany/Plant Biology;IRS
Chemical Process Technology;IRS
Chemical Technology/Technician;IRS
Computational Biology;IRS
Computational Science;IRS
Dairy Science;IRS
Electromechanical and Instrumetation and Maintenance Technology/Technician;IRS
Electromechanical Technology/Electromechanical Engineering Technology;IRS
Endodontics/Endodontology;IRS
Environmental Engineering Technology/Environmental Technology;IRS
Evolutionary Biology;IRS
Forest Management/Forest Resources Management;IRS
Forest Resources Production and Management;IRS
Forest Sciences and Biology;IRS
Genetics;IRS
Genome Sciences/Genomics;IRS
Horticultural Science;IRS
Human/Medical Genetics;IRS
Hydraulics and Fluid Power Technology/Technician;IRS
Mathematics and Computer Science;IRS
Medical Microbiology and Bacteriology;IRS
Meteorology;IRS
Microbial and Eukaryotic Genetics;IRS
Museology/Museum Studies;IRS
Neuroanatomy;IRS
Neurobiology;IRS
Neuroscience;IRS
Obstetrics and Gynecology;IRS
Oral Biology and Oral and Maxillofacial Pathology;IRS
Oral/Maxillofacial Surgery;IRS
Parasitology;IRS
Periodontics/Periodontology;IRS
Plant Genetics;IRS
Plant Pathology/Phytopathology;IRS
Plant Physiology;IRS
Plant Protection ad Integrated Pest Management;IRS
Plant Sciences;IRS
Radiation Biology/Radiobiology;IRS
Radiation Protection/Health Physics Technician;IRS
Range Science and Management;IRS
Robotics Technology/Technician;IRS
Small/Companion Animal Surgery and Medicine;IRS
Soil Chemistry and Physics;IRS
Soil Microbiology;IRS
Soil Science and Agronomy;IRS
Soil Sciences;IRS
Waterinary Medicine;IRS
Witvulture and Etology;IRS
Wood Science and Wood Products Pulp and Paper Technology;IRS
Acoustics;IRE
Animal Health and Science;IRE
Anthropology;IRE
Archeology;IRE
Architectural Engineering Technoloy/Technician;IRE
Artificial Intelligence;IRE
Astronomy;IRE
Astrophysics;IRE
Atomic/Molecular Physics;IRE
Bioinformatics;IRE
"Biology, Reproductive";IRE
Biometry/Biometrics;IRE
Biophysics;IRE
Biostatistics;IRE
Blood Bank Technology Specialist;IRE
Business Statistics;IRE
Cardiovascular Science;IRE
Cell Physiology;IRE
Ceramic Sciences and Engineering;IRE
Clinical Laboratory Science/Medical Technology/Technologist;IRE
Clinical/Medical Laboratory Assistant/Technician;IRE
Clinical/Medical Laboratory Science and Allied Professions;IRE
Computer and Information Sciences;IRE
Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist;IRE
Computer Science;IRE
Compiter Technology/Computer Systems Technology;IRE
Conservation Biology;IRE
Cultural Anthropology;IRE
Data Modeling/Warehousing and Database Administration;IRE
Ecology;IRE
Electrical and Electronic Engineering Technology/Technician;IRE
Electromechanical Engineering;IRE
Elementary Particle Physics;IRE
Endocrinology;IRE
Entomology;IRE
Environmental Chemistry;IRE
Environmental Health;IRE
Environmental Toxicology;IRE
Epidemiology;IRE
Game and Interactive Media Design;IRE
Geography;IRE
Geology/Earth Science;IRE
Geotechnical ad Geoenvironmental Engineering;IRE
Gerontology;IRE
Hazardous Materials Management and Waste Technology/Technician;IRE
Health/Medical Physics;IRE
Hematology Technology/Technician;IRE
Histologic Technology/Histotechnologist;IRE
Human Biology;IRE
Hydrology and Water Resources Science;IRE
Industrial Production Technology Technology/Technician;IRE
Industrial Technology/Technician;IRE
Informatics;IRE
Information Science/Studies;IRE
Laser and Optical Technology/Technician;IRE
Manufacturing Engineering Technology/Technician;IRE
Marine Biology and Biological Oceanography;IRE
Marine Sciences;IRE
Materials Engineering;IRE
Mathematical Statistics and Probability;IRE
Mechanical Drafting and Computer Aided Design;IRE
Mechanical Engineering;IRE
Mechanical Engineering/Mechanical Technology/Technician;IRE
Medical Anthropology;IRE
Medical Informatics;IRE
Medicinal and Pharmaceutical Chemistry;IRE
Metallurgical Engineering;IRE
Natural Resource Economics;IRE
Natural Resource/Connversation;IRE
Neuropharmacology;IRE
Nuclear Physics;IRE
"Oceanography, Chemical and Physical";IRE
Oncology and Cancer Biology;IRE
Operations Research;IRE
Optics/Optical Sciences;IRE
Pathology/Experimental Pathology;IRE
Pharmaceutical Sciences;IRE
Pharmaceutics and Drug Design;IRE
Pharmacology and Toxicology;IRE
Physical and Biological Anthropology;IRE
Physical Science Technology/Technician;IRE
Physics;IRE
Physiology;IRE
"Physiology, Pathology, and Related Sciences";IRE
Planetary Astronomy and Science;IRE
Plasma and High Temperature Physics;IRE
Polymer/Plastics Engineering;IRE
Statistics;IRE
Textile Sciences and Egineering;IRE
Theoretical and Mathematical Physics;IRE
Veterinary Sciences/Veterinary Clinical Sciences;IRE
Vision Science/Physiological Optics;IRE
"Water, Wetlands, and Marine Resources Management";IRE
Wildlife Biology;IRE
"Wildlife, Fish and Wildlands Science and Management";IRE
Zoology/Animal Biology;IRE
Architectural Drafting and Architectural CAD/CADD;IRC
Architectural Sciences and Technology;IRC
Architectural Technology/Technician;IRC
"Biomathematics, Bioinformatics, ad Computational Biology";IRC
CAD/CADD Drafting and/or Design Technology/Technician;IRC
Clinical and Industrial Drug Development;IRC
Computer Graphics;IRC
Computer Programming;IRC
Computer Software Technology/Technician;IRC
Drafting and Design Technology;IRC
Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD;IRC
Environmental Science;IRC
Fire/Arson Investigation and Prevention;IRC
Forensic Science and Technology;IRC
Forest Techology/Technician;IRC
Gene/Genetic Therapy;IRC
Geographic Information Science and Cartography;IRC
Industrial and Physical Pharmacy and Cosmetic Sciences;IRC
Management Information Systems;IRC
Medical Office Computer Specialist/Assistant;IRC
Nanotechnology;IRC
Perfusion Technology/Perfusionist;IRC
Biology/Biological Sciences;IAR
Population Biology;IAR
Structural Biology;IAR
Business/Managerial Economics;IAS
Development Economics and International Development;IAS
Economics;IAS
"Foreign Languages, Literatures, and Linguistics";IAS
"Linguistic, Comparative, and Related Language Studies and Services";IAS
Biopsychology;IAE
Aerospace Physiology and Medicine;IAE
Agricultural and Horticultural Plant Breeding;IAE
Agriculture;IAE
Agroecology and Sustainable Agriculture;IAE
Agronomy and Crop Science;IAE
Aesthesiology;IAE
Atmospheric Chemistry and Climatology;IAE
Atmospheric Sciences and Meteorology;IAE
Automation Engineer Techology/Technician;IAE
Biochemistry;IAE
Biological and Physical Sciences;IAE
Biomedical Sciences;IAE
Botany/Plant Biology;IAE
Chemical Process Technology;IAE
Chemical Technology/Technician;IAE
Computational Biology;IAE
Computational Science;IAE
Dairy Science;IAE
Electromechanical and Instrumetation and Maintenance Technology/Technician;IAE
Electromechanical Technology/Electromechanical Engineering Technology;IAE
Endodontics/Endodontology;IAE
Environmental Engineering Technology/Environmental Technology;IAE
